* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, desert, sgjourney:abydos_desert, MONSTER, alexsmobs:farseer, 30, 1, 1
17494, forest, dreamwoods:sacred_giants_wood, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 1
17495, forest, dreamwoods:sacred_giants_wood, CREATURE, minecraft:sheep, 60, 4, 4
17496, forest, dreamwoods:sacred_giants_wood, CREATURE, minecraft:pig, 55, 4, 4
17497, forest, dreamwoods:sacred_giants_wood, CREATURE, minecraft:chicken, 50, 8, 8
17498, forest, dreamwoods:sacred_giants_wood, CREATURE, minecraft:cow, 50, 4, 4
17499, forest, dreamwoods:sacred_giants_wood, CREATURE, minecraft:wolf, 30, 4, 4
17500, forest, dreamwoods:sacred_giants_wood, CREATURE, minecraft:rabbit, 30, 2, 3
17501, forest, dreamwoods:sacred_giants_wood, CREATURE, minecraft:fox, 30, 2, 4
17502, forest, dreamwoods:sacred_giants_wood, CREATURE, hexerei:crow, 30, 2, 5
17503, forest, dreamwoods:sacred_giants_wood, CREATURE, crittersandcompanions:ferret, 15, 2, 3
17504, forest, dreamwoods:sacred_giants_wood, CREATURE, crittersandcompanions:jumping_spider, 10, 1, 1
17505, forest, dreamwoods:sacred_giants_wood, CREATURE, forbidden_arcanus:lost_soul, 5, 1, 3
17506, forest, dreamwoods:sacred_giants_wood, CREATURE, vintagevibes:butterfly, 3, 2, 8
17507, forest, dreamwoods:sacred_giants_wood, CREATURE, alexsmobs:grizzly_bear, 30, 2, 3
17508, forest, dreamwoods:sacred_giants_wood, CREATURE, alexsmobs:raccoon, 30, 2, 4
17509, forest, dreamwoods:sacred_giants_wood, CREATURE, alexsmobs:crow, 30, 3, 5
17510, forest, dreamwoods:sacred_giants_wood, CREATURE, alexsmobs:tasmanian_devil, 30, 1, 2
17511, forest, dreamwoods:sacred_giants_wood, CREATURE, alexsmobs:skunk, 30, 1, 2
17512, forest, dreamwoods:sacred_giants_wood, CREATURE, alexsmobs:blue_jay, 30, 2, 4
17513, forest, dreamwoods:sacred_giants_wood, CREATURE, ars_nouveau:drygmy, 10, 1, 2
17514, forest, dreamwoods:sacred_giants_wood, CREATURE, ghosts:ghost, 15, 1, 2
17515, forest, dreamwoods:sacred_giants_wood, CREATURE, ghosts:small_ghost, 30, 1, 3
17516, forest, dreamwoods:sacred_giants_wood, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
17517, forest, dreamwoods:sacred_giants_wood, CREATURE, faunify:hedgehog, 10, 2, 3
17518, forest, dreamwoods:sacred_giants_wood, CREATURE, faunify:mouse, 30, 3, 5
17519, forest, dreamwoods:sacred_giants_wood, CREATURE, faunify:opossum, 10, 2, 2
17520, forest, dreamwoods:sacred_giants_wood, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
17521, forest, dreamwoods:sacred_giants_wood, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
17522, forest, dreamwoods:sacred_giants_wood, CREATURE, faunify:weasel, 9, 2, 3
17523, forest, dreamwoods:sacred_giants_wood, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
17524, forest, dreamwoods:sacred_giants_wood, AMBIENT, minecraft:bat, 30, 8, 8
17525, forest, dreamwoods:sacred_giants_wood, AMBIENT, crittersandcompanions:leaf_insect, 30, 1, 1
17526, forest, dreamwoods:sacred_giants_wood, AMBIENT, alexsmobs:cockroach, 30, 5, 5
17527, forest, dreamwoods:sacred_giants_wood, AMBIENT, alexsmobs:underminer, 50, 1, 1
17528, forest, dreamwoods:sacred_giants_wood, AMBIENT, terramity:blue_fairy, 15, 1, 2
17529, forest, dreamwoods:sacred_giants_wood, AMBIENT, terramity:cave_gnome, 20, 1, 3
17530, forest, dreamwoods:sacred_giants_wood, AMBIENT, terramity:green_fairy, 15, 2, 3
17531, forest, dreamwoods:sacred_giants_wood, AMBIENT, terramity:pink_fairy, 15, 1, 2
17532, forest, dreamwoods:sacred_giants_wood, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 30, 4, 6
17533, forest, dreamwoods:sacred_giants_wood, UNDERGROUND_WATER_CREATURE, species:deepfish, 10, 4, 6
17534, forest, dreamwoods:sacred_giants_wood, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
17535, forest, dreamwoods:sacred_giants_wood, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
17536, forest, dreamwoods:sacred_giants_wood, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 30, 5, 12
17537, forest, dreamwoods:sacred_giants_wood, WATER_AMBIENT, fintastic:minnow, 10, 3, 8
17538, none, foolish:sands_of_time, MONSTER, alexsmobs:farseer, 30, 1, 1
17539, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:baby_skeleton, 10, 1, 2
17540, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:baby_spider, 10, 3, 5
17541, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
17542, none, foolish:sands_of_time, MONSTER, quark:stoneling, 10, 1, 1
17543, none, foolish:sands_of_time, MONSTER, quark:toretoise, 10, 2, 4
17544, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
17545, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
17546, none, foolish:sands_of_time, MONSTER, ancient_elements:boulder, 10, 1, 1
17547, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:corpse_fly, 10, 1, 3
17548, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
17549, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 1
17550, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 1, 1
17551, none, foolish:sands_of_time, MONSTER, ancient_elements:dig, 15, 1, 1
17552, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
17553, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:door_knight, 10, 1, 1
17554, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:dread_hound, 10, 3, 5
17555, none, foolish:sands_of_time, MONSTER, ancient_elements:drimble, 5, 1, 1
17556, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
17557, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
17558, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
17559, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
17560, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:missioner, 8, 1, 1
17561, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:mother_spider, 8, 1, 1
17562, none, foolish:sands_of_time, MONSTER, mowziesmobs:grottol, 30, 1, 1
17563, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:mr_pumpkin, 10, 1, 3
17564, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:mrs_pumpkin, 10, 1, 1
17565, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:nightmare_stalker, 6, 1, 1
17566, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:phantom_creeper, 6, 1, 1
17567, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 6, 1, 1
17568, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:restless_spirit, 10, 1, 1
17569, none, foolish:sands_of_time, MONSTER, ancient_elements:scamp, 15, 1, 1
17570, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
17571, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:siamese_skeletons, 10, 1, 1
17572, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
17573, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
17574, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
17575, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
17576, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:spirit_guide, 10, 1, 1
17577, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
17578, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
17579, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:swarmer, 8, 1, 1
17580, none, foolish:sands_of_time, MONSTER, terramity:uvogre, 10, 1, 1
17581, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 1
17582, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
17583, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:zombie_fisherman, 10, 1, 1
17584, none, foolish:sands_of_time, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 1
17585, none, foolish:sands_of_time, CREATURE, foolish:sandfish, 30, 5, 8
17586, none, foolish:sands_of_time, CREATURE, foolish:sandsteed, 30, 4, 4
17587, none, foolish:sands_of_time, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
17588, none, foolish:sands_of_time, AMBIENT, terramity:blue_fairy, 15, 1, 2
17589, none, foolish:sands_of_time, AMBIENT, terramity:cave_gnome, 20, 1, 3
17590, none, foolish:sands_of_time, AMBIENT, terramity:green_fairy, 15, 2, 3
17591, none, foolish:sands_of_time, AMBIENT, terramity:pink_fairy, 15, 1, 2
17592, none, foolish:sands_of_time, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
17593, none, foolish:sands_of_time, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
17594, none, darkerdepths:sandy_catacombs, MONSTER, species:bewereager, 30, 1, 2
17595, none, darkerdepths:sandy_catacombs, MONSTER, species:cliff_hanger, 30, 1, 1
17596, none, darkerdepths:sandy_catacombs, MONSTER, species:ghoul, 15, 1, 1
17597, none, darkerdepths:sandy_catacombs, MONSTER, embers:ancient_golem, 30, 1, 1
17598, none, darkerdepths:sandy_catacombs, MONSTER, crypticfoes:howler, 45, 1, 3
17599, none, darkerdepths:sandy_catacombs, MONSTER, species:limpet, 20, 1, 1
17600, none, darkerdepths:sandy_catacombs, MONSTER, species:quake, 15, 1, 1
17601, none, darkerdepths:sandy_catacombs, MONSTER, minecraft:cave_spider, 60, 2, 4
17602, none, darkerdepths:sandy_catacombs, MONSTER, minecraft:skeleton, 50, 1, 4
17603, none, darkerdepths:sandy_catacombs, MONSTER, minecraft:enderman, 40, 1, 4
17604, none, darkerdepths:sandy_catacombs, MONSTER, minecraft:husk, 60, 2, 4
17605, none, darkerdepths:sandy_catacombs, MONSTER, darkerdepths:body_snatcher, 30, 1, 3
17606, none, darkerdepths:sandy_catacombs, MONSTER, species:wicked, 10, 1, 3
17607, none, darkerdepths:sandy_catacombs, MONSTER, alexsmobs:centipede_head, 30, 1, 1
17608, none, darkerdepths:sandy_catacombs, MONSTER, alexsmobs:farseer, 30, 1, 1
17609, none, darkerdepths:sandy_catacombs, MONSTER, alexsmobs:murmur, 30, 1, 1
17610, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:baby_skeleton, 10, 1, 2
17611, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:baby_spider, 10, 3, 5
17612, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
17613, none, darkerdepths:sandy_catacombs, MONSTER, quark:stoneling, 10, 1, 1
17614, none, darkerdepths:sandy_catacombs, MONSTER, quark:toretoise, 10, 2, 4
17615, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
17616, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
17617, none, darkerdepths:sandy_catacombs, MONSTER, ancient_elements:boulder, 10, 1, 1
17618, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:corpse_fly, 10, 1, 3
17619, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
17620, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 1
17621, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 1, 1
17622, none, darkerdepths:sandy_catacombs, MONSTER, ancient_elements:dig, 15, 1, 1
17623, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
17624, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:door_knight, 10, 1, 1
17625, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:dread_hound, 10, 3, 5
17626, none, darkerdepths:sandy_catacombs, MONSTER, ancient_elements:drimble, 5, 1, 1
17627, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
17628, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
17629, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
17630, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
17631, none, darkerdepths:sandy_catacombs, MONSTER, adamsarsplus:mage, 10, 1, 2
17632, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:missioner, 8, 1, 1
17633, none, darkerdepths:sandy_catacombs, MONSTER, goety:reaper, 10, 1, 1
17634, none, darkerdepths:sandy_catacombs, MONSTER, goety:wraith, 10, 1, 1
17635, none, darkerdepths:sandy_catacombs, MONSTER, goety:web_spider, 10, 4, 4
17636, none, darkerdepths:sandy_catacombs, MONSTER, goety:necromancer, 30, 1, 1
17637, none, darkerdepths:sandy_catacombs, MONSTER, goety:warlock, 10, 1, 1
17638, none, darkerdepths:sandy_catacombs, MONSTER, goety:heretic, 10, 1, 1
17639, none, darkerdepths:sandy_catacombs, MONSTER, goety:maverick, 10, 1, 1
17640, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:mother_spider, 8, 1, 1
17641, none, darkerdepths:sandy_catacombs, MONSTER, mowziesmobs:grottol, 30, 1, 1
17642, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:mr_pumpkin, 10, 1, 3
17643, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:mrs_pumpkin, 10, 1, 1
17644, none, darkerdepths:sandy_catacombs, MONSTER, mutantmonsters:mutant_enderman, 3, 1, 1
17645, none, darkerdepths:sandy_catacombs, MONSTER, mutantmonsters:mutant_skeleton, 3, 1, 1
17646, none, darkerdepths:sandy_catacombs, MONSTER, irons_spellbooks:necromancer, 10, 1, 1
17647, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:nightmare_stalker, 6, 1, 1
17648, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:phantom_creeper, 6, 1, 1
17649, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 6, 1, 1
17650, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:restless_spirit, 10, 1, 1
17651, none, darkerdepths:sandy_catacombs, MONSTER, ancient_elements:scamp, 15, 1, 1
17652, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
17653, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:siamese_skeletons, 10, 1, 1
17654, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
17655, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
17656, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
17657, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
17658, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:spirit_guide, 10, 1, 1
17659, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
17660, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
17661, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:swarmer, 8, 1, 1
17662, none, darkerdepths:sandy_catacombs, MONSTER, ancient_elements:undead_miner, 30, 1, 2
17663, none, darkerdepths:sandy_catacombs, MONSTER, terramity:uvogre, 10, 1, 1
17664, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 1
17665, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
17666, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:zombie_fisherman, 10, 1, 1
17667, none, darkerdepths:sandy_catacombs, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 1
17668, none, darkerdepths:sandy_catacombs, CREATURE, forbidden_arcanus:lost_soul, 5, 1, 3
17669, none, darkerdepths:sandy_catacombs, CREATURE, ars_nouveau:drygmy, 10, 1, 2
17670, none, darkerdepths:sandy_catacombs, CREATURE, ars_nouveau:gift_starby, 10, 1, 1
17671, none, darkerdepths:sandy_catacombs, CREATURE, ars_nouveau:starbuncle, 10, 1, 2
17672, none, darkerdepths:sandy_catacombs, CREATURE, born_in_chaos_v1:thornshell_crab, 8, 1, 1
17673, none, darkerdepths:sandy_catacombs, CREATURE, ars_nouveau:whirlisprig, 10, 1, 2
17674, none, darkerdepths:sandy_catacombs, AMBIENT, alexsmobs:cockroach, 30, 5, 5
17675, none, darkerdepths:sandy_catacombs, AMBIENT, alexsmobs:underminer, 50, 1, 1
17676, none, darkerdepths:sandy_catacombs, AMBIENT, terramity:blue_fairy, 15, 1, 2
17677, none, darkerdepths:sandy_catacombs, AMBIENT, terramity:cave_gnome, 20, 1, 3
17678, none, darkerdepths:sandy_catacombs, AMBIENT, terramity:green_fairy, 15, 2, 3
17679, none, darkerdepths:sandy_catacombs, AMBIENT, terramity:pink_fairy, 15, 1, 2
17680, none, darkerdepths:sandy_catacombs, UNDERGROUND_WATER_CREATURE, species:deepfish, 10, 4, 6
17681, none, darkerdepths:sandy_catacombs, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
17682, none, darkerdepths:sandy_catacombs, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
17683, none, darkerdepths:sandy_catacombs, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 30, 5, 12
17684, none, darkerdepths:sandy_catacombs, WATER_AMBIENT, fintastic:minnow, 10, 3, 8
17685, savanna, minecraft:savanna, MONSTER, minecraft:spider, 35, 4, 4
17686, savanna, minecraft:savanna, MONSTER, minecraft:zombie, 30, 4, 4
17687, savanna, minecraft:savanna, MONSTER, minecraft:zombie_villager, 30, 1, 1
17688, savanna, minecraft:savanna, MONSTER, minecraft:skeleton, 60, 4, 4
17689, savanna, minecraft:savanna, MONSTER, minecraft:creeper, 60, 4, 4
17690, savanna, minecraft:savanna, MONSTER, minecraft:slime, 60, 4, 4
17691, savanna, minecraft:savanna, MONSTER, minecraft:enderman, 40, 1, 4
17692, savanna, minecraft:savanna, MONSTER, minecraft:witch, 30, 1, 1
17693, savanna, minecraft:savanna, MONSTER, species:bewereager, 30, 1, 2
17694, savanna, minecraft:savanna, MONSTER, species:cliff_hanger, 30, 1, 1
17695, savanna, minecraft:savanna, MONSTER, species:ghoul, 15, 1, 1
17696, savanna, minecraft:savanna, MONSTER, embers:ancient_golem, 30, 1, 1
17697, savanna, minecraft:savanna, MONSTER, crypticfoes:howler, 45, 1, 3
17698, savanna, minecraft:savanna, MONSTER, species:limpet, 20, 1, 1
17699, savanna, minecraft:savanna, MONSTER, species:quake, 15, 1, 1
17700, savanna, minecraft:savanna, MONSTER, opposing_force:dicer, 30, 1, 1
17701, savanna, minecraft:savanna, MONSTER, opposing_force:frowzy, 60, 4, 4
17702, savanna, minecraft:savanna, MONSTER, opposing_force:guzzler, 30, 1, 1
17703, savanna, minecraft:savanna, MONSTER, caverns_and_chasms:mime, 60, 1, 1
17704, savanna, minecraft:savanna, MONSTER, opposing_force:pale_spider, 60, 4, 4
17705, savanna, minecraft:savanna, MONSTER, opposing_force:ramble, 30, 1, 1
17706, savanna, minecraft:savanna, MONSTER, opposing_force:slug, 40, 2, 2
17707, savanna, minecraft:savanna, MONSTER, opposing_force:terror, 30, 1, 1
17708, savanna, minecraft:savanna, MONSTER, opposing_force:trembler, 30, 1, 1
17709, savanna, minecraft:savanna, MONSTER, opposing_force:umber_spider, 30, 4, 4
17710, savanna, minecraft:savanna, MONSTER, opposing_force:volt, 30, 4, 4
17711, savanna, minecraft:savanna, MONSTER, species:wicked, 10, 1, 3
17712, savanna, minecraft:savanna, MONSTER, alexsmobs:centipede_head, 30, 1, 1
17713, savanna, minecraft:savanna, MONSTER, alexsmobs:farseer, 30, 1, 1
17714, savanna, minecraft:savanna, MONSTER, alexsmobs:murmur, 30, 1, 1
17715, savanna, minecraft:savanna, MONSTER, foolish:ambush, 30, 4, 4
17716, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:baby_skeleton, 10, 1, 2
17717, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:baby_spider, 10, 3, 5
17718, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:barrel_zombie, 10, 1, 1
17719, savanna, minecraft:savanna, MONSTER, quark:stoneling, 10, 1, 1
17720, savanna, minecraft:savanna, MONSTER, quark:toretoise, 10, 2, 4
17721, savanna, minecraft:savanna, MONSTER, thermal:blitz, 50, 2, 4
17722, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
17723, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
17724, savanna, minecraft:savanna, MONSTER, ancient_elements:boulder, 10, 1, 1
17725, savanna, minecraft:savanna, MONSTER, maidensmerrymaking:christmas_creeper, 30, 1, 3
17726, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:corpse_fly, 10, 1, 3
17727, savanna, minecraft:savanna, MONSTER, maidensmerrymaking:costumed_creeper, 30, 1, 3
17728, savanna, minecraft:savanna, MONSTER, maidensmerrymaking:costumed_drowned, 30, 1, 3
17729, savanna, minecraft:savanna, MONSTER, maidensmerrymaking:costumed_drowned_mermaid, 30, 1, 3
17730, savanna, minecraft:savanna, MONSTER, maidensmerrymaking:costumed_skeleton, 30, 1, 3
17731, savanna, minecraft:savanna, MONSTER, maidensmerrymaking:costumed_spider, 30, 1, 3
17732, savanna, minecraft:savanna, MONSTER, maidensmerrymaking:costumed_witch, 30, 1, 3
17733, savanna, minecraft:savanna, MONSTER, maidensmerrymaking:costumed_zombie, 30, 1, 3
17734, savanna, minecraft:savanna, MONSTER, maidensmerrymaking:costumed_zombie_villager, 30, 1, 3
17735, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
17736, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 1
17737, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 1, 1
17738, savanna, minecraft:savanna, MONSTER, ancient_elements:dig, 15, 1, 1
17739, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
17740, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:door_knight, 10, 1, 1
17741, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:dread_hound, 10, 3, 5
17742, savanna, minecraft:savanna, MONSTER, ancient_elements:drimble, 5, 1, 1
17743, savanna, minecraft:savanna, MONSTER, foolish:dweller, 10, 4, 4
17744, savanna, minecraft:savanna, MONSTER, foolish:excavore, 30, 1, 1
17745, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
17746, savanna, minecraft:savanna, MONSTER, unnamed_monster:genprey, 37, 3, 3
17747, savanna, minecraft:savanna, MONSTER, foolish:great_keenark, 5, 1, 1
17748, savanna, minecraft:savanna, MONSTER, unnamed_monster:jyuratodus, 30, 1, 1
17749, savanna, minecraft:savanna, MONSTER, foolish:keenark, 10, 4, 4
17750, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
17751, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
17752, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
17753, savanna, minecraft:savanna, MONSTER, adamsarsplus:mage, 10, 1, 2
17754, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:missioner, 8, 1, 1
17755, savanna, minecraft:savanna, MONSTER, goety:reaper, 10, 1, 1
17756, savanna, minecraft:savanna, MONSTER, goety:wraith, 10, 1, 1
17757, savanna, minecraft:savanna, MONSTER, goety:web_spider, 10, 4, 4
17758, savanna, minecraft:savanna, MONSTER, goety:necromancer, 30, 1, 1
17759, savanna, minecraft:savanna, MONSTER, goety:warlock, 10, 1, 1
17760, savanna, minecraft:savanna, MONSTER, goety:heretic, 10, 1, 1
17761, savanna, minecraft:savanna, MONSTER, goety:maverick, 10, 1, 1
17762, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:mother_spider, 8, 1, 1
17763, savanna, minecraft:savanna, MONSTER, mowziesmobs:umvuthana_raptor, 30, 1, 1
17764, savanna, minecraft:savanna, MONSTER, mowziesmobs:grottol, 30, 1, 1
17765, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:mr_pumpkin, 10, 1, 3
17766, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:mrs_pumpkin, 10, 1, 1
17767, savanna, minecraft:savanna, MONSTER, mutantmonsters:mutant_creeper, 3, 1, 1
17768, savanna, minecraft:savanna, MONSTER, mutantmonsters:mutant_enderman, 3, 1, 1
17769, savanna, minecraft:savanna, MONSTER, mutantmonsters:mutant_skeleton, 3, 1, 1
17770, savanna, minecraft:savanna, MONSTER, mutantmonsters:mutant_zombie, 3, 1, 1
17771, savanna, minecraft:savanna, MONSTER, irons_spellbooks:necromancer, 10, 1, 1
17772, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:nightmare_stalker, 6, 1, 1
17773, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:phantom_creeper, 6, 1, 1
17774, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 6, 1, 1
17775, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:restless_spirit, 10, 1, 1
17776, savanna, minecraft:savanna, MONSTER, ancient_elements:scamp, 15, 1, 1
17777, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
17778, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:siamese_skeletons, 10, 1, 1
17779, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
17780, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
